,Difficulty,ExerciseName,MuscleGroup,Reps,Score,Set
4219,intermediate,Windmills,abductors,21,0.15,1
4220,intermediate,Windmills,abductors,22,0.1,1
4221,intermediate,Windmills,abductors,23,0.05,1
4222,intermediate,Windmills,abductors,24,0,1
4223,intermediate,Windmills,abductors,25,-0.05,1
4224,intermediate,Windmills,abductors,26,-0.1,1
4225,intermediate,Windmills,abductors,27,-0.15,1
4226,intermediate,Windmills,abductors,28,-0.2,1
4227,intermediate,Windmills,abductors,29,-0.25,1
4228,intermediate,Windmills,abductors,1,0.25,2
4229,intermediate,Windmills,abductors,2,0.3,2
4230,intermediate,Windmills,abductors,3,0.35,2
4231,intermediate,Windmills,abductors,4,0.4,2
4232,intermediate,Windmills,abductors,5,0.45,2
4233,intermediate,Windmills,abductors,6,0.5,2
4234,intermediate,Windmills,abductors,7,0.55,2
4235,intermediate,Windmills,abductors,8,0.6,2
4236,intermediate,Windmills,abductors,9,0.65,2
4237,intermediate,Windmills,abductors,10,0.7,2
4238,intermediate,Windmills,abductors,11,0.75,2
4239,intermediate,Windmills,abductors,12,0.8,2
4240,intermediate,Windmills,abductors,13,0.75,2
4241,intermediate,Windmills,abductors,14,0.7,2
4242,intermediate,Windmills,abductors,15,0.65,2
4243,intermediate,Windmills,abductors,16,0.6,2
4244,intermediate,Windmills,abductors,17,0.55,2
4245,intermediate,Windmills,abductors,18,0.5,2
4246,intermediate,Windmills,abductors,19,0.45,2
4247,intermediate,Windmills,abductors,20,0.4,2
4248,intermediate,Windmills,abductors,21,0.35,2
4249,intermediate,Windmills,abductors,22,0.3,2
4250,intermediate,Windmills,abductors,23,0.25,2
4251,intermediate,Windmills,abductors,24,0.2,2
4252,intermediate,Windmills,abductors,25,0.15,2
4253,intermediate,Windmills,abductors,26,0.1,2
4254,intermediate,Windmills,abductors,27,0.05,2
4255,intermediate,Windmills,abductors,28,-5.55E-17,2
4256,intermediate,Windmills,abductors,29,-0.05,2
4257,intermediate,Windmills,abductors,1,0.45,3
4258,intermediate,Windmills,abductors,2,0.5,3
4259,intermediate,Windmills,abductors,3,0.55,3
4260,intermediate,Windmills,abductors,4,0.6,3
4261,intermediate,Windmills,abductors,5,0.65,3
4262,intermediate,Windmills,abductors,6,0.7,3
4263,intermediate,Windmills,abductors,7,0.75,3
4264,intermediate,Windmills,abductors,8,0.8,3
4265,intermediate,Windmills,abductors,9,0.85,3
4266,intermediate,Windmills,abductors,10,0.9,3
4267,intermediate,Windmills,abductors,11,0.95,3
4268,intermediate,Windmills,abductors,12,1,3
4269,intermediate,Windmills,abductors,13,0.95,3
4270,intermediate,Windmills,abductors,14,0.9,3
4271,intermediate,Windmills,abductors,15,0.85,3
4272,intermediate,Windmills,abductors,16,0.8,3
4273,intermediate,Windmills,abductors,17,0.75,3
4274,intermediate,Windmills,abductors,18,0.7,3
4275,intermediate,Windmills,abductors,19,0.65,3
4276,intermediate,Windmills,abductors,20,0.6,3
4277,intermediate,Windmills,abductors,21,0.55,3
4278,intermediate,Windmills,abductors,22,0.5,3
4279,intermediate,Windmills,abductors,23,0.45,3
4280,intermediate,Windmills,abductors,24,0.4,3
4281,intermediate,Windmills,abductors,25,0.35,3
4282,intermediate,Windmills,abductors,26,0.3,3
4283,intermediate,Windmills,abductors,27,0.25,3
4284,intermediate,Windmills,abductors,28,0.2,3
4285,intermediate,Windmills,abductors,29,0.15,3
4286,intermediate,Windmills,abductors,1,0.25,4
4287,intermediate,Windmills,abductors,2,0.3,4
4288,intermediate,Windmills,abductors,3,0.35,4
4289,intermediate,Windmills,abductors,4,0.4,4
4290,intermediate,Windmills,abductors,5,0.45,4
4291,intermediate,Windmills,abductors,6,0.5,4
4292,intermediate,Windmills,abductors,7,0.55,4
4293,intermediate,Windmills,abductors,8,0.6,4
4294,intermediate,Windmills,abductors,9,0.65,4
4295,intermediate,Windmills,abductors,10,0.7,4
4296,intermediate,Windmills,abductors,11,0.75,4
4297,intermediate,Windmills,abductors,12,0.8,4
4298,intermediate,Windmills,abductors,13,0.75,4
4299,intermediate,Windmills,abductors,14,0.7,4
4300,intermediate,Windmills,abductors,15,0.65,4
4301,intermediate,Windmills,abductors,16,0.6,4
4302,intermediate,Windmills,abductors,17,0.55,4
4303,intermediate,Windmills,abductors,18,0.5,4
4304,intermediate,Windmills,abductors,19,0.45,4
4305,intermediate,Windmills,abductors,20,0.4,4
4306,intermediate,Windmills,abductors,21,0.35,4
4307,intermediate,Windmills,abductors,22,0.3,4
4308,intermediate,Windmills,abductors,23,0.25,4
4309,intermediate,Windmills,abductors,24,0.2,4
4310,intermediate,Windmills,abductors,25,0.15,4
4311,intermediate,Windmills,abductors,26,0.1,4
4312,intermediate,Windmills,abductors,27,0.05,4
4313,intermediate,Windmills,abductors,28,-5.55E-17,4
4314,intermediate,Windmills,abductors,29,-0.05,4
4315,intermediate,Windmills,abductors,1,0.05,5
4316,intermediate,Windmills,abductors,2,0.1,5
4317,intermediate,Windmills,abductors,3,0.15,5
4318,intermediate,Windmills,abductors,4,0.2,5
4319,intermediate,Windmills,abductors,5,0.25,5
4320,intermediate,Windmills,abductors,6,0.3,5
4321,intermediate,Windmills,abductors,7,0.35,5
4322,intermediate,Windmills,abductors,8,0.4,5
4323,intermediate,Windmills,abductors,9,0.45,5
4324,intermediate,Windmills,abductors,10,0.5,5
4325,intermediate,Windmills,abductors,11,0.55,5
4326,intermediate,Windmills,abductors,12,0.6,5
4327,intermediate,Windmills,abductors,13,0.55,5
4328,intermediate,Windmills,abductors,14,0.5,5
4329,intermediate,Windmills,abductors,15,0.45,5
4330,intermediate,Windmills,abductors,16,0.4,5
4331,intermediate,Windmills,abductors,17,0.35,5
4332,intermediate,Windmills,abductors,18,0.3,5
4333,intermediate,Windmills,abductors,19,0.25,5
4334,intermediate,Windmills,abductors,20,0.2,5
4335,intermediate,Windmills,abductors,21,0.15,5
4336,intermediate,Windmills,abductors,22,0.1,5
4337,intermediate,Windmills,abductors,23,0.05,5
4338,intermediate,Windmills,abductors,24,0,5
4339,intermediate,Windmills,abductors,25,-0.05,5
4340,intermediate,Windmills,abductors,26,-0.1,5
4341,intermediate,Windmills,abductors,27,-0.15,5
4342,intermediate,Windmills,abductors,28,-0.2,5
4343,intermediate,Windmills,abductors,29,-0.25,5
4344,intermediate,Monster Walk,abductors,1,0.05,1
4345,intermediate,Monster Walk,abductors,2,0.1,1
4346,intermediate,Monster Walk,abductors,3,0.15,1
4347,intermediate,Monster Walk,abductors,4,0.2,1
4348,intermediate,Monster Walk,abductors,5,0.25,1
4349,intermediate,Monster Walk,abductors,6,0.3,1
4350,intermediate,Monster Walk,abductors,7,0.35,1
4351,intermediate,Monster Walk,abductors,8,0.4,1
4352,intermediate,Monster Walk,abductors,9,0.45,1
4353,intermediate,Monster Walk,abductors,10,0.5,1
4354,intermediate,Monster Walk,abductors,11,0.55,1
4355,intermediate,Monster Walk,abductors,12,0.6,1
4356,intermediate,Monster Walk,abductors,13,0.55,1
4357,intermediate,Monster Walk,abductors,14,0.5,1
4358,intermediate,Monster Walk,abductors,15,0.45,1
4359,intermediate,Monster Walk,abductors,16,0.4,1
4360,intermediate,Monster Walk,abductors,17,0.35,1
4361,intermediate,Monster Walk,abductors,18,0.3,1
4362,intermediate,Monster Walk,abductors,19,0.25,1
4363,intermediate,Monster Walk,abductors,20,0.2,1
4364,intermediate,Monster Walk,abductors,21,0.15,1
4365,intermediate,Monster Walk,abductors,22,0.1,1
4366,intermediate,Monster Walk,abductors,23,0.05,1
4367,intermediate,Monster Walk,abductors,24,0,1
4368,intermediate,Monster Walk,abductors,25,-0.05,1
4369,intermediate,Monster Walk,abductors,26,-0.1,1
4370,intermediate,Monster Walk,abductors,27,-0.15,1
4371,intermediate,Monster Walk,abductors,28,-0.2,1
4372,intermediate,Monster Walk,abductors,29,-0.25,1
4373,intermediate,Monster Walk,abductors,1,0.25,2
4374,intermediate,Monster Walk,abductors,2,0.3,2
4375,intermediate,Monster Walk,abductors,3,0.35,2
4376,intermediate,Monster Walk,abductors,4,0.4,2
4377,intermediate,Monster Walk,abductors,5,0.45,2
4378,intermediate,Monster Walk,abductors,6,0.5,2
4379,intermediate,Monster Walk,abductors,7,0.55,2
4380,intermediate,Monster Walk,abductors,8,0.6,2
4381,intermediate,Monster Walk,abductors,9,0.65,2
4382,intermediate,Monster Walk,abductors,10,0.7,2
4383,intermediate,Monster Walk,abductors,11,0.75,2
4384,intermediate,Monster Walk,abductors,12,0.8,2
4385,intermediate,Monster Walk,abductors,13,0.75,2
4386,intermediate,Monster Walk,abductors,14,0.7,2
4387,intermediate,Monster Walk,abductors,15,0.65,2
4388,intermediate,Monster Walk,abductors,16,0.6,2
4389,intermediate,Monster Walk,abductors,17,0.55,2
4390,intermediate,Monster Walk,abductors,18,0.5,2
4391,intermediate,Monster Walk,abductors,19,0.45,2
4392,intermediate,Monster Walk,abductors,20,0.4,2
4393,intermediate,Monster Walk,abductors,21,0.35,2
4394,intermediate,Monster Walk,abductors,22,0.3,2
4395,intermediate,Monster Walk,abductors,23,0.25,2
4396,intermediate,Monster Walk,abductors,24,0.2,2
4397,intermediate,Monster Walk,abductors,25,0.15,2
4398,intermediate,Monster Walk,abductors,26,0.1,2
4399,intermediate,Monster Walk,abductors,27,0.05,2
4400,intermediate,Monster Walk,abductors,28,-5.55E-17,2
4401,intermediate,Monster Walk,abductors,29,-0.05,2
4402,intermediate,Monster Walk,abductors,1,0.45,3
4403,intermediate,Monster Walk,abductors,2,0.5,3
4404,intermediate,Monster Walk,abductors,3,0.55,3
4405,intermediate,Monster Walk,abductors,4,0.6,3
4406,intermediate,Monster Walk,abductors,5,0.65,3
4407,intermediate,Monster Walk,abductors,6,0.7,3
4408,intermediate,Monster Walk,abductors,7,0.75,3
4409,intermediate,Monster Walk,abductors,8,0.8,3
4410,intermediate,Monster Walk,abductors,9,0.85,3
4411,intermediate,Monster Walk,abductors,10,0.9,3
4412,intermediate,Monster Walk,abductors,11,0.95,3
4413,intermediate,Monster Walk,abductors,12,1,3
4414,intermediate,Monster Walk,abductors,13,0.95,3
4415,intermediate,Monster Walk,abductors,14,0.9,3
4416,intermediate,Monster Walk,abductors,15,0.85,3
4417,intermediate,Monster Walk,abductors,16,0.8,3
4418,intermediate,Monster Walk,abductors,17,0.75,3
4419,intermediate,Monster Walk,abductors,18,0.7,3
4420,intermediate,Monster Walk,abductors,19,0.65,3
4421,intermediate,Monster Walk,abductors,20,0.6,3
4422,intermediate,Monster Walk,abductors,21,0.55,3
4423,intermediate,Monster Walk,abductors,22,0.5,3
4424,intermediate,Monster Walk,abductors,23,0.45,3
4425,intermediate,Monster Walk,abductors,24,0.4,3
4426,intermediate,Monster Walk,abductors,25,0.35,3
4427,intermediate,Monster Walk,abductors,26,0.3,3
4428,intermediate,Monster Walk,abductors,27,0.25,3
4429,intermediate,Monster Walk,abductors,28,0.2,3
4430,intermediate,Monster Walk,abductors,29,0.15,3
4431,intermediate,Monster Walk,abductors,1,0.25,4
4432,intermediate,Monster Walk,abductors,2,0.3,4
4433,intermediate,Monster Walk,abductors,3,0.35,4
4434,intermediate,Monster Walk,abductors,4,0.4,4
4435,intermediate,Monster Walk,abductors,5,0.45,4
4436,intermediate,Monster Walk,abductors,6,0.5,4
4437,intermediate,Monster Walk,abductors,7,0.55,4
4438,intermediate,Monster Walk,abductors,8,0.6,4
4439,intermediate,Monster Walk,abductors,9,0.65,4
4440,intermediate,Monster Walk,abductors,10,0.7,4
4441,intermediate,Monster Walk,abductors,11,0.75,4
4442,intermediate,Monster Walk,abductors,12,0.8,4
4443,intermediate,Monster Walk,abductors,13,0.75,4
4444,intermediate,Monster Walk,abductors,14,0.7,4
4445,intermediate,Monster Walk,abductors,15,0.65,4
4446,intermediate,Monster Walk,abductors,16,0.6,4
4447,intermediate,Monster Walk,abductors,17,0.55,4
4448,intermediate,Monster Walk,abductors,18,0.5,4
4449,intermediate,Monster Walk,abductors,19,0.45,4
4450,intermediate,Monster Walk,abductors,20,0.4,4
4451,intermediate,Monster Walk,abductors,21,0.35,4
4452,intermediate,Monster Walk,abductors,22,0.3,4
4453,intermediate,Monster Walk,abductors,23,0.25,4
4454,intermediate,Monster Walk,abductors,24,0.2,4
4455,intermediate,Monster Walk,abductors,25,0.15,4
4456,intermediate,Monster Walk,abductors,26,0.1,4
4457,intermediate,Monster Walk,abductors,27,0.05,4
4458,intermediate,Monster Walk,abductors,28,-5.55E-17,4
4459,intermediate,Monster Walk,abductors,29,-0.05,4
4460,intermediate,Monster Walk,abductors,1,0.05,5
4461,intermediate,Monster Walk,abductors,2,0.1,5
4462,intermediate,Monster Walk,abductors,3,0.15,5
4463,intermediate,Monster Walk,abductors,4,0.2,5
4464,intermediate,Monster Walk,abductors,5,0.25,5
4465,intermediate,Monster Walk,abductors,6,0.3,5
4466,intermediate,Monster Walk,abductors,7,0.35,5
4467,intermediate,Monster Walk,abductors,8,0.4,5
4468,intermediate,Monster Walk,abductors,9,0.45,5
4469,intermediate,Monster Walk,abductors,10,0.5,5
4470,intermediate,Monster Walk,abductors,11,0.55,5
4471,intermediate,Monster Walk,abductors,12,0.6,5
4472,intermediate,Monster Walk,abductors,13,0.55,5
4473,intermediate,Monster Walk,abductors,14,0.5,5
4474,intermediate,Monster Walk,abductors,15,0.45,5
4475,intermediate,Monster Walk,abductors,16,0.4,5
4476,intermediate,Monster Walk,abductors,17,0.35,5
4477,intermediate,Monster Walk,abductors,18,0.3,5
4478,intermediate,Monster Walk,abductors,19,0.25,5
4479,intermediate,Monster Walk,abductors,20,0.2,5
4480,intermediate,Monster Walk,abductors,21,0.15,5
4481,intermediate,Monster Walk,abductors,22,0.1,5
4482,intermediate,Monster Walk,abductors,23,0.05,5
4483,intermediate,Monster Walk,abductors,24,0,5
4484,intermediate,Monster Walk,abductors,25,-0.05,5
4485,intermediate,Monster Walk,abductors,26,-0.1,5
4486,intermediate,Monster Walk,abductors,27,-0.15,5
4487,intermediate,Monster Walk,abductors,28,-0.2,5
4488,intermediate,Monster Walk,abductors,29,-0.25,5
4489,intermediate,IT Band and Glute Stretch,abductors,1,0.05,1
4490,intermediate,IT Band and Glute Stretch,abductors,2,0.1,1
4491,intermediate,IT Band and Glute Stretch,abductors,3,0.15,1
4492,intermediate,IT Band and Glute Stretch,abductors,4,0.2,1
4493,intermediate,IT Band and Glute Stretch,abductors,5,0.25,1
4494,intermediate,IT Band and Glute Stretch,abductors,6,0.3,1
4495,intermediate,IT Band and Glute Stretch,abductors,7,0.35,1
4496,intermediate,IT Band and Glute Stretch,abductors,8,0.4,1
4497,intermediate,IT Band and Glute Stretch,abductors,9,0.45,1
4498,intermediate,IT Band and Glute Stretch,abductors,10,0.5,1
4499,intermediate,IT Band and Glute Stretch,abductors,11,0.55,1
4500,intermediate,IT Band and Glute Stretch,abductors,12,0.6,1
4501,intermediate,IT Band and Glute Stretch,abductors,13,0.55,1
4502,intermediate,IT Band and Glute Stretch,abductors,14,0.5,1
4503,intermediate,IT Band and Glute Stretch,abductors,15,0.45,1
4504,intermediate,IT Band and Glute Stretch,abductors,16,0.4,1
4505,intermediate,IT Band and Glute Stretch,abductors,17,0.35,1
4506,intermediate,IT Band and Glute Stretch,abductors,18,0.3,1
4507,intermediate,IT Band and Glute Stretch,abductors,19,0.25,1
4508,intermediate,IT Band and Glute Stretch,abductors,20,0.2,1
4509,intermediate,IT Band and Glute Stretch,abductors,21,0.15,1
4510,intermediate,IT Band and Glute Stretch,abductors,22,0.1,1
4511,intermediate,IT Band and Glute Stretch,abductors,23,0.05,1
4512,intermediate,IT Band and Glute Stretch,abductors,24,0,1
4513,intermediate,IT Band and Glute Stretch,abductors,25,-0.05,1
4514,intermediate,IT Band and Glute Stretch,abductors,26,-0.1,1
4515,intermediate,IT Band and Glute Stretch,abductors,27,-0.15,1
4516,intermediate,IT Band and Glute Stretch,abductors,28,-0.2,1
4517,intermediate,IT Band and Glute Stretch,abductors,29,-0.25,1
4518,intermediate,IT Band and Glute Stretch,abductors,1,0.25,2
4519,intermediate,IT Band and Glute Stretch,abductors,2,0.3,2
4520,intermediate,IT Band and Glute Stretch,abductors,3,0.35,2
4521,intermediate,IT Band and Glute Stretch,abductors,4,0.4,2
4522,intermediate,IT Band and Glute Stretch,abductors,5,0.45,2
4523,intermediate,IT Band and Glute Stretch,abductors,6,0.5,2
4524,intermediate,IT Band and Glute Stretch,abductors,7,0.55,2
4525,intermediate,IT Band and Glute Stretch,abductors,8,0.6,2
4526,intermediate,IT Band and Glute Stretch,abductors,9,0.65,2
4527,intermediate,IT Band and Glute Stretch,abductors,10,0.7,2
4528,intermediate,IT Band and Glute Stretch,abductors,11,0.75,2
4529,intermediate,IT Band and Glute Stretch,abductors,12,0.8,2
4530,intermediate,IT Band and Glute Stretch,abductors,13,0.75,2
4531,intermediate,IT Band and Glute Stretch,abductors,14,0.7,2
4532,intermediate,IT Band and Glute Stretch,abductors,15,0.65,2
4533,intermediate,IT Band and Glute Stretch,abductors,16,0.6,2
4534,intermediate,IT Band and Glute Stretch,abductors,17,0.55,2
4535,intermediate,IT Band and Glute Stretch,abductors,18,0.5,2
4536,intermediate,IT Band and Glute Stretch,abductors,19,0.45,2
4537,intermediate,IT Band and Glute Stretch,abductors,20,0.4,2
4538,intermediate,IT Band and Glute Stretch,abductors,21,0.35,2
4539,intermediate,IT Band and Glute Stretch,abductors,22,0.3,2
4540,intermediate,IT Band and Glute Stretch,abductors,23,0.25,2
4541,intermediate,IT Band and Glute Stretch,abductors,24,0.2,2
4542,intermediate,IT Band and Glute Stretch,abductors,25,0.15,2
4543,intermediate,IT Band and Glute Stretch,abductors,26,0.1,2
4544,intermediate,IT Band and Glute Stretch,abductors,27,0.05,2
4545,intermediate,IT Band and Glute Stretch,abductors,28,-5.55E-17,2
4546,intermediate,IT Band and Glute Stretch,abductors,29,-0.05,2
4547,intermediate,IT Band and Glute Stretch,abductors,1,0.45,3
4548,intermediate,IT Band and Glute Stretch,abductors,2,0.5,3
4549,intermediate,IT Band and Glute Stretch,abductors,3,0.55,3
4550,intermediate,IT Band and Glute Stretch,abductors,4,0.6,3
4551,intermediate,IT Band and Glute Stretch,abductors,5,0.65,3
4552,intermediate,IT Band and Glute Stretch,abductors,6,0.7,3
4553,intermediate,IT Band and Glute Stretch,abductors,7,0.75,3
4554,intermediate,IT Band and Glute Stretch,abductors,8,0.8,3
4555,intermediate,IT Band and Glute Stretch,abductors,9,0.85,3
4556,intermediate,IT Band and Glute Stretch,abductors,10,0.9,3
4557,intermediate,IT Band and Glute Stretch,abductors,11,0.95,3
4558,intermediate,IT Band and Glute Stretch,abductors,12,1,3
4559,intermediate,IT Band and Glute Stretch,abductors,13,0.95,3
4560,intermediate,IT Band and Glute Stretch,abductors,14,0.9,3
4561,intermediate,IT Band and Glute Stretch,abductors,15,0.85,3
4562,intermediate,IT Band and Glute Stretch,abductors,16,0.8,3
4563,intermediate,IT Band and Glute Stretch,abductors,17,0.75,3
4564,intermediate,IT Band and Glute Stretch,abductors,18,0.7,3
4565,intermediate,IT Band and Glute Stretch,abductors,19,0.65,3
4566,intermediate,IT Band and Glute Stretch,abductors,20,0.6,3
4567,intermediate,IT Band and Glute Stretch,abductors,21,0.55,3
4568,intermediate,IT Band and Glute Stretch,abductors,22,0.5,3
4569,intermediate,IT Band and Glute Stretch,abductors,23,0.45,3
4570,intermediate,IT Band and Glute Stretch,abductors,24,0.4,3
4571,intermediate,IT Band and Glute Stretch,abductors,25,0.35,3
4572,intermediate,IT Band and Glute Stretch,abductors,26,0.3,3
4573,intermediate,IT Band and Glute Stretch,abductors,27,0.25,3
4574,intermediate,IT Band and Glute Stretch,abductors,28,0.2,3
4575,intermediate,IT Band and Glute Stretch,abductors,29,0.15,3
4576,intermediate,IT Band and Glute Stretch,abductors,1,0.25,4
4577,intermediate,IT Band and Glute Stretch,abductors,2,0.3,4
4578,intermediate,IT Band and Glute Stretch,abductors,3,0.35,4
4579,intermediate,IT Band and Glute Stretch,abductors,4,0.4,4
4580,intermediate,IT Band and Glute Stretch,abductors,5,0.45,4
4581,intermediate,IT Band and Glute Stretch,abductors,6,0.5,4
4582,intermediate,IT Band and Glute Stretch,abductors,7,0.55,4
4583,intermediate,IT Band and Glute Stretch,abductors,8,0.6,4
4584,intermediate,IT Band and Glute Stretch,abductors,9,0.65,4
4585,intermediate,IT Band and Glute Stretch,abductors,10,0.7,4
4586,intermediate,IT Band and Glute Stretch,abductors,11,0.75,4
4587,intermediate,IT Band and Glute Stretch,abductors,12,0.8,4
4588,intermediate,IT Band and Glute Stretch,abductors,13,0.75,4
4589,intermediate,IT Band and Glute Stretch,abductors,14,0.7,4
4590,intermediate,IT Band and Glute Stretch,abductors,15,0.65,4
4591,intermediate,IT Band and Glute Stretch,abductors,16,0.6,4
4592,intermediate,IT Band and Glute Stretch,abductors,17,0.55,4
4593,intermediate,IT Band and Glute Stretch,abductors,18,0.5,4
4594,intermediate,IT Band and Glute Stretch,abductors,19,0.45,4
4595,intermediate,IT Band and Glute Stretch,abductors,20,0.4,4
4596,intermediate,IT Band and Glute Stretch,abductors,21,0.35,4
4597,intermediate,IT Band and Glute Stretch,abductors,22,0.3,4
4598,intermediate,IT Band and Glute Stretch,abductors,23,0.25,4
4599,intermediate,IT Band and Glute Stretch,abductors,24,0.2,4
4600,intermediate,IT Band and Glute Stretch,abductors,25,0.15,4
4601,intermediate,IT Band and Glute Stretch,abductors,26,0.1,4
4602,intermediate,IT Band and Glute Stretch,abductors,27,0.05,4
4603,intermediate,IT Band and Glute Stretch,abductors,28,-5.55E-17,4
4604,intermediate,IT Band and Glute Stretch,abductors,29,-0.05,4
4605,intermediate,IT Band and Glute Stretch,abductors,1,0.05,5
4606,intermediate,IT Band and Glute Stretch,abductors,2,0.1,5
4607,intermediate,IT Band and Glute Stretch,abductors,3,0.15,5
4608,intermediate,IT Band and Glute Stretch,abductors,4,0.2,5
4609,intermediate,IT Band and Glute Stretch,abductors,5,0.25,5
4610,intermediate,IT Band and Glute Stretch,abductors,6,0.3,5
4611,intermediate,IT Band and Glute Stretch,abductors,7,0.35,5
4612,intermediate,IT Band and Glute Stretch,abductors,8,0.4,5
4613,intermediate,IT Band and Glute Stretch,abductors,9,0.45,5
4614,intermediate,IT Band and Glute Stretch,abductors,10,0.5,5
4615,intermediate,IT Band and Glute Stretch,abductors,11,0.55,5
4616,intermediate,IT Band and Glute Stretch,abductors,12,0.6,5
4617,intermediate,IT Band and Glute Stretch,abductors,13,0.55,5
4618,intermediate,IT Band and Glute Stretch,abductors,14,0.5,5
4619,intermediate,IT Band and Glute Stretch,abductors,15,0.45,5
4620,intermediate,IT Band and Glute Stretch,abductors,16,0.4,5
4621,intermediate,IT Band and Glute Stretch,abductors,17,0.35,5
4622,intermediate,IT Band and Glute Stretch,abductors,18,0.3,5
4623,intermediate,IT Band and Glute Stretch,abductors,19,0.25,5
4624,intermediate,IT Band and Glute Stretch,abductors,20,0.2,5
4625,intermediate,IT Band and Glute Stretch,abductors,21,0.15,5
4626,intermediate,IT Band and Glute Stretch,abductors,22,0.1,5
4627,intermediate,IT Band and Glute Stretch,abductors,23,0.05,5
4628,intermediate,IT Band and Glute Stretch,abductors,24,0,5
4629,intermediate,IT Band and Glute Stretch,abductors,25,-0.05,5
4630,intermediate,IT Band and Glute Stretch,abductors,26,-0.1,5
4631,intermediate,IT Band and Glute Stretch,abductors,27,-0.15,5
4632,intermediate,IT Band and Glute Stretch,abductors,28,-0.2,5
4633,intermediate,IT Band and Glute Stretch,abductors,29,-0.25,5
4634,beginner,Single-leg lying cross-over stretch,abductors,1,0.05,1
4635,beginner,Single-leg lying cross-over stretch,abductors,2,0.1,1
4636,beginner,Single-leg lying cross-over stretch,abductors,3,0.15,1
4637,beginner,Single-leg lying cross-over stretch,abductors,4,0.2,1
4638,beginner,Single-leg lying cross-over stretch,abductors,5,0.25,1
4639,beginner,Single-leg lying cross-over stretch,abductors,6,0.3,1
4640,beginner,Single-leg lying cross-over stretch,abductors,7,0.35,1
4641,beginner,Single-leg lying cross-over stretch,abductors,8,0.4,1
4642,beginner,Single-leg lying cross-over stretch,abductors,9,0.45,1
4643,beginner,Single-leg lying cross-over stretch,abductors,10,0.5,1
4644,beginner,Single-leg lying cross-over stretch,abductors,11,0.55,1
4645,beginner,Single-leg lying cross-over stretch,abductors,12,0.6,1
4646,beginner,Single-leg lying cross-over stretch,abductors,13,0.55,1
4647,beginner,Single-leg lying cross-over stretch,abductors,14,0.5,1
4648,beginner,Single-leg lying cross-over stretch,abductors,15,0.45,1
4649,beginner,Single-leg lying cross-over stretch,abductors,16,0.4,1
4650,beginner,Single-leg lying cross-over stretch,abductors,17,0.35,1
4651,beginner,Single-leg lying cross-over stretch,abductors,18,0.3,1
4652,beginner,Single-leg lying cross-over stretch,abductors,19,0.25,1
4653,beginner,Single-leg lying cross-over stretch,abductors,20,0.2,1
4654,beginner,Single-leg lying cross-over stretch,abductors,21,0.15,1
4655,beginner,Single-leg lying cross-over stretch,abductors,22,0.1,1
4656,beginner,Single-leg lying cross-over stretch,abductors,23,0.05,1
4657,beginner,Single-leg lying cross-over stretch,abductors,24,0,1
4658,beginner,Single-leg lying cross-over stretch,abductors,25,-0.05,1
4659,beginner,Single-leg lying cross-over stretch,abductors,26,-0.1,1
4660,beginner,Single-leg lying cross-over stretch,abductors,27,-0.15,1
4661,beginner,Single-leg lying cross-over stretch,abductors,28,-0.2,1
4662,beginner,Single-leg lying cross-over stretch,abductors,29,-0.25,1
4663,beginner,Single-leg lying cross-over stretch,abductors,1,0.25,2
4664,beginner,Single-leg lying cross-over stretch,abductors,2,0.3,2
4665,beginner,Single-leg lying cross-over stretch,abductors,3,0.35,2
4666,beginner,Single-leg lying cross-over stretch,abductors,4,0.4,2
4667,beginner,Single-leg lying cross-over stretch,abductors,5,0.45,2
4668,beginner,Single-leg lying cross-over stretch,abductors,6,0.5,2
4669,beginner,Single-leg lying cross-over stretch,abductors,7,0.55,2
4670,beginner,Single-leg lying cross-over stretch,abductors,8,0.6,2
4671,beginner,Single-leg lying cross-over stretch,abductors,9,0.65,2
4672,beginner,Single-leg lying cross-over stretch,abductors,10,0.7,2
4673,beginner,Single-leg lying cross-over stretch,abductors,11,0.75,2
4674,beginner,Single-leg lying cross-over stretch,abductors,12,0.8,2
4675,beginner,Single-leg lying cross-over stretch,abductors,13,0.75,2
4676,beginner,Single-leg lying cross-over stretch,abductors,14,0.7,2
4677,beginner,Single-leg lying cross-over stretch,abductors,15,0.65,2
4678,beginner,Single-leg lying cross-over stretch,abductors,16,0.6,2
4679,beginner,Single-leg lying cross-over stretch,abductors,17,0.55,2
4680,beginner,Single-leg lying cross-over stretch,abductors,18,0.5,2
4681,beginner,Single-leg lying cross-over stretch,abductors,19,0.45,2
4682,beginner,Single-leg lying cross-over stretch,abductors,20,0.4,2
4683,beginner,Single-leg lying cross-over stretch,abductors,21,0.35,2
4684,beginner,Single-leg lying cross-over stretch,abductors,22,0.3,2
4685,beginner,Single-leg lying cross-over stretch,abductors,23,0.25,2
4686,beginner,Single-leg lying cross-over stretch,abductors,24,0.2,2
4687,beginner,Single-leg lying cross-over stretch,abductors,25,0.15,2
4688,beginner,Single-leg lying cross-over stretch,abductors,26,0.1,2
4689,beginner,Single-leg lying cross-over stretch,abductors,27,0.05,2
4690,beginner,Single-leg lying cross-over stretch,abductors,28,-5.55E-17,2
4691,beginner,Single-leg lying cross-over stretch,abductors,29,-0.05,2
4692,beginner,Single-leg lying cross-over stretch,abductors,1,0.45,3
4693,beginner,Single-leg lying cross-over stretch,abductors,2,0.5,3
4694,beginner,Single-leg lying cross-over stretch,abductors,3,0.55,3
